workerid,proliferate.condition,alt_status,block_num,condition,first_response_value,item,item_number,item_type,mode,response,sentence_id,sentence_text,trial_sequence_total,wrong_attempts,error
352,Experiment Group,alternative,2,LBC,,4,,,b,1,4b,How many dogs did they see at the park?,7,,
352,Experiment Group,alternative,2,CSC,,15,,,b,0.92,15b,The woman listens to the Beatles and who else?,8,,
352,Experiment Group,gram,2,GRAM,,47,,,b,1,47f,Where did you go for your last vacation?,9,,
352,Experiment Group,alternative,2,SUB,,33,,,b,1,33b,The committee agreed on the budget for the park.,10,,
352,Experiment Group,ungram,2,UNGRAM,,52,,,b,0,52f,Do activists bribed claim officials the that the who?,11,,
352,Experiment Group,alternative,2,HDN,,24,,,b,1,24b,The tourist visited her favorite restaurant.,12,,
352,Experiment Group,alternative,3,SUB,,34,,,b,1,34b,The bride insisted on this venue for her wedding.,13,,
352,Experiment Group,alternative,3,LBC,,3,,,b,1,3b,How many books do you read in a year?,14,,
352,Experiment Group,gram,3,GRAM,,45,,,b,1,45f,When will the new product be released?,15,,
352,Experiment Group,ungram,3,UNGRAM,,52,,,b,0,52f,Do activists bribed claim officials the that the who?,16,,
352,Experiment Group,alternative,3,CSC,,14,,,b,0.97,14b,The boy purchased milk and what else?,17,,
352,Experiment Group,alternative,3,HDN,,25,,,b,1,25b,The citizens voted on the new bill.,18,,
352,Experiment Group,alternative,4,LBC,,5,,,b,1,5b,How many books did you fit in your locker?,19,,
352,Experiment Group,ungram,4,UNGRAM,,60,,,b,0,60f,To recipe what I do need ingredients make this?,20,,
352,Experiment Group,alternative,4,HDN,,21,,,b,1,21b,The child surely ate the chocolate cake.,21,,
352,Experiment Group,gram,4,GRAM,,48,,,b,1,48f,Who won the award for best actor at last year's Oscar?,22,,
352,Experiment Group,alternative,4,CSC,,12,,,b,0.87,12b,The critic dislikes the actor and who else?,23,,
352,Experiment Group,alternative,4,SUB,,32,,,b,1,32b,The group decided on a restaurant for dinner.,24,,
352,Experiment Group,alternative,5,LBC,,1,,,b,0.99,1b,How many cookies did you see in the jar?,25,,
352,Experiment Group,alternative,5,CSC,,13,,,b,0.99,13b,The captain brought a map and what else?,26,,
352,Experiment Group,alternative,5,HDN,,22,,,b,1,22b,The kitten drank all of the milk.,27,,
352,Experiment Group,ungram,5,UNGRAM,,51,,,b,0,51f,Mechanic the that can power biofuel the does believe what?,28,,
352,Experiment Group,gram,5,GRAM,,48,,,b,1,48f,Who won the award for best actor at last year's Oscar?,29,,
352,Experiment Group,alternative,5,SUB,,31,,,b,1,31b,The policeman relied on his instincts to catch the thief.,30,,
352,Experiment Group,target,6,HDN,,24,,,b,0,24a,The tourist her favorite restaurant visited.,31,,
352,Experiment Group,target,6,CSC,,11,,,b,0,11a,What did the farmer harvest corn and?,32,,
352,Experiment Group,ungram,6,UNGRAM,,54,,,b,0,54f,Believe the does killed claim that who detective the poison?,33,,
352,Experiment Group,target,6,SUB,,33,,,b,1,33a,The committee agreed for the budget for the park.,34,,
352,Experiment Group,target,6,LBC,,1,,,b,0.08,1a,How many did you see cookies in the jar?,35,,
352,Experiment Group,gram,6,GRAM,,48,,,b,1,48f,Who won the award for best actor at last year's Oscar?,36,,
352,Experiment Group,target,7,HDN,,21,,,b,0.09,21a,The child surely the chocolate cake ate.,37,,
352,Experiment Group,target,7,LBC,,4,,,b,0,4a,How many did they see dogs at the park?,38,,
352,Experiment Group,gram,7,GRAM,,42,,,b,1,42f,Why did the price of groceries increase suddenly?,39,,
352,Experiment Group,target,7,SUB,,31,,,b,0.29,31a,The policeman relied for his instincts to catch the thief.,40,,
352,Experiment Group,target,7,CSC,,14,,,b,0,14a,What did the boy purchase milk and?,41,,
352,Experiment Group,ungram,7,UNGRAM,,60,,,b,0,60f,To recipe what I do need ingredients make this?,42,,
352,Experiment Group,gram,8,GRAM,,43,,,b,1,43f,What are you planning to do this weekend?,43,,
352,Experiment Group,target,8,SUB,,32,,,b,0.56,32a,The group decided for a restaurant for dinner.,44,,
352,Experiment Group,ungram,8,UNGRAM,,57,,,b,0,57f,What the neighborhood the outage in caused sudden power?,45,,
352,Experiment Group,target,8,LBC,,2,,,b,0,2a,How many do you take pills in a day?,46,,
352,Experiment Group,target,8,HDN,,25,,,b,0,25a,The citizens the new bill voted on.,47,,
352,Experiment Group,target,8,CSC,,15,,,b,0,15a,Who does the woman listen to the Beatles and?,48,,
352,Experiment Group,target,9,LBC,,3,,,b,0,3a,How many do you read books in a year?,49,,
352,Experiment Group,target,9,SUB,,34,,,b,0.29,34a,The bride insisted for this venue for her wedding.,50,,
352,Experiment Group,ungram,9,UNGRAM,,58,,,b,0,58f,Long how does it take to airport to drive the?,51,,
352,Experiment Group,target,9,CSC,,12,,,b,0,12a,Who does the critic dislike the actor and?,52,,
352,Experiment Group,target,9,HDN,,22,,,b,0,22a,The kitten all of the milk drank.,53,,
352,Experiment Group,gram,9,GRAM,,47,,,b,1,47f,Where did you go for your last vacation?,54,,
352,Experiment Group,target,10,HDN,,23,,,b,0,23a,The boy video games plays every day.,55,,
352,Experiment Group,gram,10,GRAM,,47,,,b,1,47f,Where did you go for your last vacation?,56,,
352,Experiment Group,target,10,CSC,,13,,,b,0,13a,What did the captain bring a map and?,57,,
352,Experiment Group,target,10,SUB,,35,,,b,0.45,35a,The family compromised for where to go for vacation.,58,,
352,Experiment Group,target,10,LBC,,5,,,b,0,5a,How many did you fit in your locker books?,59,,
352,Experiment Group,ungram,10,UNGRAM,,57,,,b,0,57f,What the neighborhood the outage in caused sudden power?,60,,
502,Experiment Group,,,,,,practice_good,practice_good,,1,,,0,0,
502,Experiment Group,,,,,,practice_bad,practice_bad,,0,,,0,0,
502,Experiment Group,target,1,SUB,,35,,,a,0.58,35a,The family compromised for where to go for vacation.,1,,
502,Experiment Group,gram,1,GRAM,,48,,,a,1,48f,Who won the award for best actor at last year's Oscar?,2,,
502,Experiment Group,ungram,1,UNGRAM,,58,,,a,0,58f,Long how does it take to airport to drive the?,3,,
502,Experiment Group,target,1,HDN,,21,,,a,0,21a,The child surely the chocolate cake ate.,4,,
502,Experiment Group,target,1,LBC,,4,,,a,0,4a,How many did they see dogs at the park?,5,,
502,Experiment Group,target,1,CSC,,13,,,a,0.05,13a,What did the captain bring a map and?,6,,
502,Experiment Group,target,2,LBC,,2,,,a,0,2a,How many do you take pills in a day?,7,,
502,Experiment Group,target,2,CSC,,14,,,a,0.13,14a,What did the boy purchase milk and?,8,,
502,Experiment Group,target,2,SUB,,33,,,a,0.74,33a,The committee agreed for the budget for the park.,9,,
502,Experiment Group,gram,2,GRAM,,47,,,a,1,47f,Where did you go for your last vacation?,10,,
502,Experiment Group,ungram,2,UNGRAM,,52,,,a,0,52f,Do activists bribed claim officials the that the who?,11,,
502,Experiment Group,target,2,HDN,,22,,,a,0,22a,The kitten all of the milk drank.,12,,
502,Experiment Group,gram,3,GRAM,,49,,,a,1,49f,Who is responsible for cleaning up the mess in the kitchen?,13,,
502,Experiment Group,target,3,SUB,,32,,,a,0.38,32a,The group decided for a restaurant for dinner.,14,,
502,Experiment Group,ungram,3,UNGRAM,,53,,,a,0,53f,Special commander does spy the initiated the what believe that?,15,,
502,Experiment Group,target,3,CSC,,15,,,a,0.07,15a,Who does the woman listen to the Beatles and?,16,,
502,Experiment Group,target,3,HDN,,25,,,a,0,25a,The citizens the new bill voted on.,17,,
502,Experiment Group,target,3,LBC,,3,,,a,0.1,3a,How many do you read books in a year?,18,,
502,Experiment Group,target,4,CSC,,12,,,a,0.12,12a,Who does the critic dislike the actor and?,19,,
502,Experiment Group,target,4,LBC,,1,,,a,0,1a,How many did you see cookies in the jar?,20,,
502,Experiment Group,ungram,4,UNGRAM,,52,,,a,0,52f,Do activists bribed claim officials the that the who?,21,,
502,Experiment Group,gram,4,GRAM,,42,,,a,1,42f,Why did the price of groceries increase suddenly?,22,,
502,Experiment Group,target,4,HDN,,24,,,a,0,24a,The tourist her favorite restaurant visited.,23,,
502,Experiment Group,target,4,SUB,,31,,,a,0.31,31a,The policeman relied for his instincts to catch the thief.,24,,
502,Experiment Group,target,5,HDN,,23,,,a,0,23a,The boy video games plays every day.,25,,
502,Experiment Group,ungram,5,UNGRAM,,55,,,a,0,55f,Lead pianist to what claim the does believe that can practice?,26,,
502,Experiment Group,target,5,CSC,,11,,,a,0.11,11a,What did the farmer harvest corn and?,27,,
502,Experiment Group,target,5,LBC,,5,,,a,0.63,5a,How many did you fit in your locker books?,28,,
502,Experiment Group,target,5,SUB,,34,,,a,1,34a,The bride insisted for this venue for her wedding.,29,,
502,Experiment Group,gram,5,GRAM,,43,,,a,1,43f,What are you planning to do this weekend?,30,,
502,Experiment Group,ungram,6,UNGRAM,,58,,,a,0,58f,Long how does it take to airport to drive the?,31,,
502,Experiment Group,alternative,6,CSC,,14,,,a,0.85,14b,The boy purchased milk and what else?,32,,
502,Experiment Group,alternative,6,HDN,,25,,,a,1,25b,The citizens voted on the new bill.,33,,
502,Experiment Group,gram,6,GRAM,,48,,,a,1,48f,Who won the award for best actor at last year's Oscar?,34,,
502,Experiment Group,alternative,6,SUB,,35,,,a,0.9,35b,The family compromised on where to go for vacation.,35,,
502,Experiment Group,alternative,6,LBC,,4,,,a,1,4b,How many dogs did they see at the park?,36,,
502,Experiment Group,ungram,7,UNGRAM,,59,,,a,0,59f,Of charge the who in is organizing charity event?,37,,
502,Experiment Group,alternative,7,SUB,,34,,,a,1,34b,The bride insisted on this venue for her wedding.,38,,
502,Experiment Group,gram,7,GRAM,,43,,,a,1,43f,What are you planning to do this weekend?,39,,
502,Experiment Group,alternative,7,CSC,,12,,,a,0.3,12b,The critic dislikes the actor and who else?,40,,
502,Experiment Group,alternative,7,LBC,,3,,,a,1,3b,How many books do you read in a year?,41,,
502,Experiment Group,alternative,7,HDN,,21,,,a,1,21b,The child surely ate the chocolate cake.,42,,
502,Experiment Group,alternative,8,CSC,,11,,,a,0.95,11b,The farmer harvested corn and what else?,43,,
502,Experiment Group,alternative,8,SUB,,33,,,a,1,33b,The committee agreed on the budget for the park.,44,,
502,Experiment Group,ungram,8,UNGRAM,,51,,,a,0,51f,Mechanic the that can power biofuel the does believe what?,45,,
502,Experiment Group,alternative,8,LBC,,2,,,a,1,2b,How many pills do you take in a day?,46,,
502,Experiment Group,gram,8,GRAM,,41,,,a,1,41f,Who is going to the party tonight?,47,,
502,Experiment Group,alternative,8,HDN,,22,,,a,1,22b,The kitten drank all of the milk.,48,,
502,Experiment Group,alternative,9,SUB,,32,,,a,1,32b,The group decided on a restaurant for dinner.,49,,
502,Experiment Group,alternative,9,LBC,,1,,,a,1,1b,How many cookies did you see in the jar?,50,,
502,Experiment Group,alternative,9,CSC,,13,,,a,0.91,13b,The captain brought a map and what else?,51,,
502,Experiment Group,gram,9,GRAM,,41,,,a,1,41f,Who is going to the party tonight?,52,,
502,Experiment Group,alternative,9,HDN,,23,,,a,1,23b,The boy plays videogames every day.,53,,
502,Experiment Group,ungram,9,UNGRAM,,53,,,a,0,53f,Special commander does spy the initiated the what believe that?,54,,
502,Experiment Group,gram,10,GRAM,,46,,,a,1,46f,Where did you find the missing keys?,55,,
502,Experiment Group,alternative,10,SUB,,31,,,a,1,31b,The policeman relied on his instincts to catch the thief.,56,,
502,Experiment Group,alternative,10,LBC,,5,,,a,1,5b,How many books did you fit in your locker?,57,,
502,Experiment Group,alternative,10,HDN,,24,,,a,1,24b,The tourist visited her favorite restaurant.,58,,
502,Experiment Group,alternative,10,CSC,,15,,,a,0.95,15b,The woman listens to the Beatles and who else?,59,,
502,Experiment Group,ungram,10,UNGRAM,,56,,,a,0,56f,Arriving at the when station next train is the?,60,,
621,Experiment Group,,,,,,practice_good,practice_good,,0.96,,,0,0,
621,Experiment Group,,,,,,practice_bad,practice_bad,,0.03,,,0,0,
621,Experiment Group,gram,1,GRAM,,45,,,b,0.99,45f,When will the new product be released?,1,,
621,Experiment Group,alternative,1,CSC,,13,,,b,0.93,13b,The captain brought a map and what else?,2,,
621,Experiment Group,alternative,1,LBC,,4,,,b,0.95,4b,How many dogs did they see at the park?,3,,
621,Experiment Group,alternative,1,HDN,,23,,,b,0.97,23b,The boy plays videogames every day.,4,,
621,Experiment Group,ungram,1,UNGRAM,,54,,,b,0.02,54f,Believe the does killed claim that who detective the poison?,5,,
621,Experiment Group,alternative,1,SUB,,35,,,b,0.97,35b,The family compromised on where to go for vacation.,6,,
621,Experiment Group,gram,2,GRAM,,47,,,b,0.97,47f,Where did you go for your last vacation?,7,,
621,Experiment Group,alternative,2,SUB,,34,,,b,0.97,34b,The bride insisted on this venue for her wedding.,8,,
621,Experiment Group,ungram,2,UNGRAM,,52,,,b,0.02,52f,Do activists bribed claim officials the that the who?,9,,
621,Experiment Group,alternative,2,LBC,,3,,,b,0.99,3b,How many books do you read in a year?,10,,
621,Experiment Group,alternative,2,HDN,,24,,,b,0.96,24b,The tourist visited her favorite restaurant.,11,,
621,Experiment Group,alternative,2,CSC,,14,,,b,0.99,14b,The boy purchased milk and what else?,12,,
621,Experiment Group,alternative,3,HDN,,25,,,b,0.99,25b,The citizens voted on the new bill.,13,,
621,Experiment Group,ungram,3,UNGRAM,,57,,,b,0.02,57f,What the neighborhood the outage in caused sudden power?,14,,
621,Experiment Group,alternative,3,CSC,,11,,,b,0.94,11b,The farmer harvested corn and what else?,15,,
621,Experiment Group,alternative,3,SUB,,33,,,b,1,33b,The committee agreed on the budget for the park.,16,,
621,Experiment Group,alternative,3,LBC,,2,,,b,0.96,2b,How many pills do you take in a day?,17,,
621,Experiment Group,gram,3,GRAM,,47,,,b,0.98,47f,Where did you go for your last vacation?,18,,
621,Experiment Group,gram,4,GRAM,,50,,,b,0.97,50f,How did they solve the problem with the leaking roof?,19,,
621,Experiment Group,alternative,4,SUB,,32,,,b,0.97,32b,The group decided on a restaurant for dinner.,20,,
621,Experiment Group,alternative,4,LBC,,1,,,b,0.94,1b,How many cookies did you see in the jar?,21,,
621,Experiment Group,ungram,4,UNGRAM,,54,,,b,0.02,54f,Believe the does killed claim that who detective the poison?,22,,
621,Experiment Group,alternative,4,CSC,,15,,,b,0.95,15b,The woman listens to the Beatles and who else?,23,,
621,Experiment Group,alternative,4,HDN,,22,,,b,0.98,22b,The kitten drank all of the milk.,24,,
621,Experiment Group,ungram,5,UNGRAM,,52,,,b,0,52f,Do activists bribed claim officials the that the who?,25,,
621,Experiment Group,alternative,5,HDN,,21,,,b,0.99,21b,The child surely ate the chocolate cake.,26,,
621,Experiment Group,alternative,5,SUB,,31,,,b,0.96,31b,The policeman relied on his instincts to catch the thief.,27,,
621,Experiment Group,alternative,5,CSC,,12,,,b,0.96,12b,The critic dislikes the actor and who else?,28,,
621,Experiment Group,gram,5,GRAM,,50,,,b,0.98,50f,How did they solve the problem with the leaking roof?,29,,
621,Experiment Group,alternative,5,LBC,,5,,,b,0.99,5b,How many books did you fit in your locker?,30,,
621,Experiment Group,target,6,SUB,,33,,,b,0.98,33a,The committee agreed for the budget for the park.,31,,
621,Experiment Group,gram,6,GRAM,,48,,,b,1,48f,Who won the award for best actor at last year's Oscar?,32,,
621,Experiment Group,target,6,CSC,,14,,,b,0.05,14a,What did the boy purchase milk and?,33,,
621,Experiment Group,target,6,HDN,,25,,,b,0.01,25a,The citizens the new bill voted on.,34,,
621,Experiment Group,target,6,LBC,,2,,,b,0.02,2a,How many do you take pills in a day?,35,,
621,Experiment Group,ungram,6,UNGRAM,,56,,,b,0.03,56f,Arriving at the when station next train is the?,36,,
621,Experiment Group,ungram,7,UNGRAM,,53,,,b,0.02,53f,Special commander does spy the initiated the what believe that?,37,,
621,Experiment Group,target,7,HDN,,24,,,b,0.01,24a,The tourist her favorite restaurant visited.,38,,
621,Experiment Group,target,7,SUB,,34,,,b,0.04,34a,The bride insisted for this venue for her wedding.,39,,
621,Experiment Group,target,7,CSC,,13,,,b,0.04,13a,What did the captain bring a map and?,40,,
621,Experiment Group,target,7,LBC,,3,,,b,0,3a,How many do you read books in a year?,41,,
621,Experiment Group,gram,7,GRAM,,43,,,b,1,43f,What are you planning to do this weekend?,42,,
621,Experiment Group,target,8,HDN,,23,,,b,0.01,23a,The boy video games plays every day.,43,,
621,Experiment Group,target,8,LBC,,5,,,b,0,5a,How many did you fit in your locker books?,44,,
621,Experiment Group,target,8,SUB,,32,,,b,0.08,32a,The group decided for a restaurant for dinner.,45,,
621,Experiment Group,ungram,8,UNGRAM,,59,,,b,0.01,59f,Of charge the who in is organizing charity event?,46,,
621,Experiment Group,target,8,CSC,,12,,,b,0.01,12a,Who does the critic dislike the actor and?,47,,
621,Experiment Group,gram,8,GRAM,,47,,,b,0.97,47f,Where did you go for your last vacation?,48,,
621,Experiment Group,target,9,CSC,,11,,,b,0.04,11a,What did the farmer harvest corn and?,49,,
621,Experiment Group,target,9,LBC,,1,,,b,0.02,1a,How many did you see cookies in the jar?,50,,
621,Experiment Group,target,9,SUB,,35,,,b,0.08,35a,The family compromised for where to go for vacation.,51,,
621,Experiment Group,ungram,9,UNGRAM,,57,,,b,0,57f,What the neighborhood the outage in caused sudden power?,52,,
621,Experiment Group,gram,9,GRAM,,50,,,b,0.97,50f,How did they solve the problem with the leaking roof?,53,,
621,Experiment Group,target,9,HDN,,22,,,b,0,22a,The kitten all of the milk drank.,54,,
621,Experiment Group,target,10,HDN,,21,,,b,0,21a,The child surely the chocolate cake ate.,55,,
621,Experiment Group,target,10,LBC,,4,,,b,0,4a,How many did they see dogs at the park?,56,,
621,Experiment Group,ungram,10,UNGRAM,,53,,,b,0,53f,Special commander does spy the initiated the what believe that?,57,,
621,Experiment Group,gram,10,GRAM,,49,,,b,0.97,49f,Who is responsible for cleaning up the mess in the kitchen?,58,,
621,Experiment Group,target,10,SUB,,31,,,b,0.03,31a,The policeman relied for his instincts to catch the thief.,59,,
621,Experiment Group,target,10,CSC,,15,,,b,0.05,15a,Who does the woman listen to the Beatles and?,60,,
447,Experiment Group,,,,,,practice_good,practice_good,,1,,,0,0,
447,Experiment Group,,,,,,practice_bad,practice_bad,,0,,,0,0,
447,Experiment Group,ungram,1,UNGRAM,,58,,,b,0.1,58f,Long how does it take to airport to drive the?,1,,
447,Experiment Group,alternative,1,LBC,,5,,,b,1,5b,How many books did you fit in your locker?,2,,
447,Experiment Group,alternative,1,HDN,,23,,,b,1,23b,The boy plays videogames every day.,3,,
447,Experiment Group,alternative,1,CSC,,14,,,b,1,14b,The boy purchased milk and what else?,4,,
447,Experiment Group,alternative,1,SUB,,34,,,b,0.98,34b,The bride insisted on this venue for her wedding.,5,,
447,Experiment Group,gram,1,GRAM,,50,,,b,0.79,50f,How did they solve the problem with the leaking roof?,6,,
447,Experiment Group,alternative,2,LBC,,4,,,b,1,4b,How many dogs did they see at the park?,7,,
447,Experiment Group,ungram,2,UNGRAM,,59,,,b,0,59f,Of charge the who in is organizing charity event?,8,,
447,Experiment Group,alternative,2,HDN,,25,,,b,1,25b,The citizens voted on the new bill.,9,,
447,Experiment Group,alternative,2,SUB,,33,,,b,0.97,33b,The committee agreed on the budget for the park.,10,,
447,Experiment Group,alternative,2,CSC,,13,,,b,0.97,13b,The captain brought a map and what else?,11,,
447,Experiment Group,gram,2,GRAM,,41,,,b,1,41f,Who is going to the party tonight?,12,,
447,Experiment Group,alternative,3,LBC,,3,,,b,1,3b,How many books do you read in a year?,13,,
447,Experiment Group,alternative,3,SUB,,32,,,b,1,32b,The group decided on a restaurant for dinner.,14,,
447,Experiment Group,ungram,3,UNGRAM,,54,,,b,0,54f,Believe the does killed claim that who detective the poison?,15,,
447,Experiment Group,alternative,3,HDN,,24,,,b,1,24b,The tourist visited her favorite restaurant.,16,,
447,Experiment Group,gram,3,GRAM,,50,,,b,0.78,50f,How did they solve the problem with the leaking roof?,17,,
447,Experiment Group,alternative,3,CSC,,11,,,b,1,11b,The farmer harvested corn and what else?,18,,
447,Experiment Group,alternative,4,SUB,,31,,,b,1,31b,The policeman relied on his instincts to catch the thief.,19,,
447,Experiment Group,alternative,4,HDN,,22,,,b,0.99,22b,The kitten drank all of the milk.,20,,
447,Experiment Group,alternative,4,LBC,,2,,,b,1,2b,How many pills do you take in a day?,21,,
447,Experiment Group,ungram,4,UNGRAM,,54,,,b,0.02,54f,Believe the does killed claim that who detective the poison?,22,,
447,Experiment Group,alternative,4,CSC,,15,,,b,0.88,15b,The woman listens to the Beatles and who else?,23,,
447,Experiment Group,gram,4,GRAM,,43,,,b,0.97,43f,What are you planning to do this weekend?,24,,
447,Experiment Group,alternative,5,HDN,,21,,,b,0.86,21b,The child surely ate the chocolate cake.,25,,
447,Experiment Group,ungram,5,UNGRAM,,55,,,b,0.07,55f,Lead pianist to what claim the does believe that can practice?,26,,
447,Experiment Group,alternative,5,SUB,,35,,,b,1,35b,The family compromised on where to go for vacation.,27,,
447,Experiment Group,alternative,5,LBC,,1,,,b,1,1b,How many cookies did you see in the jar?,28,,
447,Experiment Group,gram,5,GRAM,,42,,,b,1,42f,Why did the price of groceries increase suddenly?,29,,
447,Experiment Group,alternative,5,CSC,,12,,,b,1,12b,The critic dislikes the actor and who else?,30,,
447,Experiment Group,target,6,LBC,,1,,,b,0.21,1a,How many did you see cookies in the jar?,31,,
447,Experiment Group,target,6,CSC,,15,,,b,0.6,15a,Who does the woman listen to the Beatles and?,32,,
447,Experiment Group,target,6,HDN,,21,,,b,0.12,21a,The child surely the chocolate cake ate.,33,,
447,Experiment Group,gram,6,GRAM,,46,,,b,1,46f,Where did you find the missing keys?,34,,
447,Experiment Group,target,6,SUB,,32,,,b,0.23,32a,The group decided for a restaurant for dinner.,35,,
447,Experiment Group,ungram,6,UNGRAM,,53,,,b,0.06,53f,Special commander does spy the initiated the what believe that?,36,,
447,Experiment Group,gram,7,GRAM,,45,,,b,1,45f,When will the new product be released?,37,,
447,Experiment Group,target,7,SUB,,31,,,b,0.32,31a,The policeman relied for his instincts to catch the thief.,38,,
447,Experiment Group,target,7,HDN,,22,,,b,0,22a,The kitten all of the milk drank.,39,,
447,Experiment Group,target,7,LBC,,2,,,b,0.16,2a,How many do you take pills in a day?,40,,
447,Experiment Group,ungram,7,UNGRAM,,60,,,b,0,60f,To recipe what I do need ingredients make this?,41,,
447,Experiment Group,target,7,CSC,,14,,,b,0.9,14a,What did the boy purchase milk and?,42,,
447,Experiment Group,target,8,HDN,,25,,,b,0.18,25a,The citizens the new bill voted on.,43,,
447,Experiment Group,target,8,SUB,,35,,,b,0.24,35a,The family compromised for where to go for vacation.,44,,
447,Experiment Group,ungram,8,UNGRAM,,52,,,b,0,52f,Do activists bribed claim officials the that the who?,45,,
447,Experiment Group,gram,8,GRAM,,44,,,b,1,44f,How did you learn to speak French so fluently?,46,,
447,Experiment Group,target,8,LBC,,3,,,b,0.22,3a,How many do you read books in a year?,47,,
447,Experiment Group,target,8,CSC,,13,,,b,0.81,13a,What did the captain bring a map and?,48,,
447,Experiment Group,ungram,9,UNGRAM,,56,,,b,0.01,56f,Arriving at the when station next train is the?,49,,
447,Experiment Group,target,9,LBC,,4,,,b,0.23,4a,How many did they see dogs at the park?,50,,
447,Experiment Group,target,9,HDN,,23,,,b,0,23a,The boy video games plays every day.,51,,
447,Experiment Group,target,9,CSC,,12,,,b,0.87,12a,Who does the critic dislike the actor and?,52,,
447,Experiment Group,target,9,SUB,,34,,,b,1,34a,The bride insisted for this venue for her wedding.,53,,
447,Experiment Group,gram,9,GRAM,,50,,,b,0.89,50f,How did they solve the problem with the leaking roof?,54,,
447,Experiment Group,ungram,10,UNGRAM,,56,,,b,0,56f,Arriving at the when station next train is the?,55,,
447,Experiment Group,target,10,LBC,,5,,,b,0,5a,How many did you fit in your locker books?,56,,
447,Experiment Group,target,10,SUB,,33,,,b,0.76,33a,The committee agreed for the budget for the park.,57,,
447,Experiment Group,gram,10,GRAM,,47,,,b,1,47f,Where did you go for your last vacation?,58,,
447,Experiment Group,target,10,HDN,,24,,,b,0.1,24a,The tourist her favorite restaurant visited.,59,,
447,Experiment Group,target,10,CSC,,11,,,b,0.87,11a,What did the farmer harvest corn and?,60,,
543,Experiment Group,,,,,,practice_good,practice_good,,1,,,0,0,
543,Experiment Group,,,,,,practice_bad,practice_bad,,0,,,0,0,
543,Experiment Group,target,1,CSC,,11,,,a,0,11a,What did the farmer harvest corn and?,1,,
543,Experiment Group,target,1,LBC,,4,,,a,0,4a,How many did they see dogs at the park?,2,,
543,Experiment Group,target,1,HDN,,21,,,a,0.2,21a,The child surely the chocolate cake ate.,3,,
543,Experiment Group,ungram,1,UNGRAM,,58,,,a,0,58f,Long how does it take to airport to drive the?,4,,
543,Experiment Group,gram,1,GRAM,,49,,,a,1,49f,Who is responsible for cleaning up the mess in the kitchen?,5,,
543,Experiment Group,target,1,SUB,,34,,,a,0.27,34a,The bride insisted for this venue for her wedding.,6,,
543,Experiment Group,target,2,CSC,,12,,,a,0,12a,Who does the critic dislike the actor and?,7,,
543,Experiment Group,ungram,2,UNGRAM,,52,,,a,0,52f,Do activists bribed claim officials the that the who?,8,,
543,Experiment Group,target,2,SUB,,33,,,a,0.54,33a,The committee agreed for the budget for the park.,9,,
543,Experiment Group,target,2,LBC,,3,,,a,0.02,3a,How many do you read books in a year?,10,,
543,Experiment Group,gram,2,GRAM,,45,,,a,1,45f,When will the new product be released?,11,,
543,Experiment Group,target,2,HDN,,23,,,a,0.01,23a,The boy video games plays every day.,12,,
543,Experiment Group,target,3,CSC,,15,,,a,0,15a,Who does the woman listen to the Beatles and?,13,,
543,Experiment Group,target,3,LBC,,2,,,a,0,2a,How many do you take pills in a day?,14,,
543,Experiment Group,gram,3,GRAM,,48,,,a,1,48f,Who won the award for best actor at last year's Oscar?,15,,
543,Experiment Group,ungram,3,UNGRAM,,57,,,a,0,57f,What the neighborhood the outage in caused sudden power?,16,,
543,Experiment Group,target,3,SUB,,35,,,a,0.77,35a,The family compromised for where to go for vacation.,17,,
543,Experiment Group,target,3,HDN,,25,,,a,0,25a,The citizens the new bill voted on.,18,,
543,Experiment Group,target,4,HDN,,22,,,a,0.09,22a,The kitten all of the milk drank.,19,,
543,Experiment Group,ungram,4,UNGRAM,,56,,,a,0,56f,Arriving at the when station next train is the?,20,,
543,Experiment Group,target,4,CSC,,13,,,a,0,13a,What did the captain bring a map and?,21,,
543,Experiment Group,target,4,LBC,,5,,,a,0,5a,How many did you fit in your locker books?,22,,
543,Experiment Group,gram,4,GRAM,,47,,,a,1,47f,Where did you go for your last vacation?,23,,
543,Experiment Group,target,4,SUB,,32,,,a,0.77,32a,The group decided for a restaurant for dinner.,24,,
543,Experiment Group,ungram,5,UNGRAM,,52,,,a,0,52f,Do activists bribed claim officials the that the who?,25,,
543,Experiment Group,target,5,HDN,,24,,,a,0.25,24a,The tourist her favorite restaurant visited.,26,,
543,Experiment Group,gram,5,GRAM,,49,,,a,1,49f,Who is responsible for cleaning up the mess in the kitchen?,27,,
543,Experiment Group,target,5,SUB,,31,,,a,0.34,31a,The policeman relied for his instincts to catch the thief.,28,,
543,Experiment Group,target,5,LBC,,1,,,a,0,1a,How many did you see cookies in the jar?,29,,
543,Experiment Group,target,5,CSC,,14,,,a,0,14a,What did the boy purchase milk and?,30,,
543,Experiment Group,alternative,6,CSC,,15,,,a,1,15b,The woman listens to the Beatles and who else?,31,,
543,Experiment Group,ungram,6,UNGRAM,,55,,,a,0,55f,Lead pianist to what claim the does believe that can practice?,32,,
543,Experiment Group,alternative,6,LBC,,5,,,a,1,5b,How many books did you fit in your locker?,33,,
543,Experiment Group,alternative,6,HDN,,25,,,a,1,25b,The citizens voted on the new bill.,34,,
543,Experiment Group,gram,6,GRAM,,47,,,a,1,47f,Where did you go for your last vacation?,35,,
543,Experiment Group,alternative,6,SUB,,32,,,a,1,32b,The group decided on a restaurant for dinner.,36,,
